genre_name,genre_id,characteristic_id
nigerian hip hop,2143,176532
nigerian pop,2144,176533
nightcore,2145,176534
nightrun,2146,176535
ninja,2147,176536
nintendocore,2148,176537
nisiotika,2149,176538
nl folk,2150,176539
no wave,2151,176540
noise pop,2152,176541
noise punk,2153,176542
noise rock,2154,176543
nordic classical piano,2155,176544
nordic contemporary classical,2156,176545
nordic folk,2157,176546
nordic folk metal,2158,176547
nordic house,2159,176548
nordic orchestra,2160,176549
nordic post-rock,2161,176550
nordic soundtrack,2162,176551
norman ok indie,2163,176552
norsk lovsang,2164,176553
norteno,2165,176554
norteno-sax,2166,176555
north carolina emo,2167,176556
north carolina hip hop,2168,176557
north carolina indie,2169,176558
north carolina metal,2170,176559
north carolina roots,2171,176560
north dakota indie,2172,176561
north east england indie,2173,176562
northern irish indie,2174,176563
northern irish punk,2175,176564
northern soul,2176,176565
northumbrian folk,2177,176566
norwegian black metal,2178,176567
norwegian choir,2179,176568
norwegian classical,2180,176569
norwegian contemporary jazz,2181,176570
norwegian death metal,2182,176571
norwegian experimental,2183,176572
norwegian hip hop,2184,176573
norwegian indie,2185,176574
norwegian jazz,2186,176575
norwegian metal,2187,176576
norwegian pop,2188,176577
norwegian pop rap,2189,176578
norwegian punk rock,2190,176579
norwegian rock,2191,176580
norwegian singer-songwriter,2192,176581
norwegian space disco,2193,176582
nottingham indie,2194,176583
nouvelle chanson francaise,2195,176584
nova canco,2196,176585
nova mpb,2197,176586
nova musica pernambucana,2198,176587
novelty,2199,176588
nu disco,2200,176589
nu gaze,2201,176590
nu jazz,2202,176591
nu metal,2203,176592
nu skool breaks,2204,176593
nu-cumbia,2205,176594
nu-metalcore,2206,176595
nubian traditional,2207,176596
nueva cancion,2208,176597
nueva ola chilena,2209,176598
nueva ola peruana,2210,176599
nuevo flamenco,2211,176600
nuevo folklore mexicano,2212,176601
nuevo regional mexicano,2213,176602
nuevo tango,2214,176603
nursery,2215,176604
nwobhm,2216,176605
nwocr,2217,176606
nwothm,2218,176607
ny roots,2219,176608
nyc pop,2220,176609
nyc rap,2221,176610
nyhc,2222,176611
nz hip hop,2223,176612
nz indie,2224,176613
nz pop,2225,176614
nz reggae,2226,176615
nz singer-songwriter,2227,176616
oakland hip hop,2228,176617
oakland indie,2229,176618
oc indie,2230,176619
oc rap,2231,176620
oceania soundtrack,2232,176621
ohio hip hop,2233,176622
ohio indie,2234,176623
oi,2235,176624
okc indie,2236,176625
okinawan pop,2237,176626
oklahoma country,2238,176627
oktoberfest,2239,176628
old school dancehall,2240,176629
old school hard trance,2241,176630
old school hip hop,2242,176631
old school rap francais,2243,176632
old school thrash,2244,176633
old school uk hip hop,2245,176634
old west,2246,176635
old-time,2247,176636
old-time fiddle,2248,176637
olympia wa indie,2249,176638
omaha indie,2250,176639
one-person band,2251,176640
ontario indie,2252,176641
opera,2253,176642
opera chorus,2254,176643
opera metal,2255,176644
operatic pop,2256,176645
operetta,2257,176646
opm,2258,176647
oratory,2259,176648
orchestra,2260,176649
orchestral performance,2261,176650
organic ambient,2262,176651
organic electronic,2263,176652
organic house,2264,176653
orgcore,2265,176654
oriental classical,2266,176655
orkney and shetland folk,2267,176656
orlando indie,2268,176657
orquesta tipica,2269,176658
orthodox chant,2270,176659
otacore,2271,176660
oth indie,2272,176661
ottawa rap,2273,176662
oud,2274,176663
outer hip hop,2275,176664
outlaw country,2276,176665
outsider,2277,176666
outsider house,2278,176667
oxford choir,2279,176668
oxford indie,2280,176669
p funk,2281,176670
pagan black metal,2282,176671
pagode,2283,176672
pagode baiano,2284,176673
paisley underground,2285,176674
pakistani folk,2286,176675
pakistani hip hop,2287,176676
pakistani indie,2288,176677
pakistani pop,2289,176678
palm desert scene,2290,176679
panamanian pop,2291,176680
panpipe,2292,176681
papuri,2293,176682
parody,2294,176683
partido alto,2295,176684
partyschlager,2296,176685
pei indie,2297,176686
permanent wave,2298,176687
perreo,2299,176688
persian hip hop,2300,176689
persian pop,2301,176690
persian traditional,2302,176691
perth indie,2303,176692
peruvian hip hop,2304,176693
peruvian rock,2305,176694
pet calming,2306,176695
philly indie,2307,176696
philly rap,2308,176697
philly soul,2309,176698
phonk,2310,176699
pianissimo,2311,176700
piano blues,2312,176701
piano cover,2313,176702
piano mpb,2314,176703
piano rock,2315,176704
pibroch,2316,176705
piedmont blues,2317,176706
pinoy hip hop,2318,176707
pinoy indie,2319,176708
pinoy pop punk,2320,176709
pinoy praise,2321,176710
pinoy r&b,2322,176711
pinoy reggae,2323,176712
pinoy rock,2324,176713
pinoy traditional,2325,176714
pinoy trap,2326,176715
pirate,2327,176716
pittsburgh indie,2328,176717
pittsburgh rap,2329,176718
pittsburgh rock,2330,176719
pixie,2331,176720
plunderphonics,2332,176721
poetry,2333,176722
pokemon,2334,176723
polca paraguaya,2335,176724
polish blues,2336,176725
polish classical,2337,176726
polish classical piano,2338,176727
polish contemporary classical,2339,176728
polish jazz,2340,176729
polish pop,2341,176730
polish rock,2342,176731
polish techno,2343,176732
political hip hop,2344,176733
polka,2345,176734
polynesian hip hop,2346,176735
polynesian pop,2347,176736
polyphony,2348,176737
pony,2349,176738
pop,2350,176739
pop ambient,2351,176740
pop argentino,2352,176741
pop chileno,2353,176742
pop dance,2354,176743
pop edm,2355,176744
pop electronico,2356,176745
pop emo,2357,176746
pop flamenco,2358,176747
pop folk,2359,176748
pop house,2360,176749
pop nacional,2361,176750
pop nacional antigas,2362,176751
pop peruano,2363,176752
pop punk,2364,176753
pop quebecois,2365,176754
pop r&b,2366,176755
pop rap,2367,176756
pop reggaeton,2368,176757
pop rock,2369,176758
pop rock brasileiro,2370,176759
pop romantico,2371,176760
pop soul,2372,176761
pop urbaine,2373,176762
pop venezolano,2374,176763
pop violin,2375,176764
popgaze,2376,176765
popping,2377,176766
pops orchestra,2378,176767
popwave,2379,176768
pornogrind,2380,176769
porro,2381,176770
portland hip hop,2382,176771
portland indie,2383,176772
portland punk,2384,176773
portuguese early music,2385,176774
portuguese indie rock,2386,176775
portuguese jazz,2387,176776
post-black metal,2388,176777
post-disco,2389,176778
post-disco soul,2390,176779
post-doom metal,2391,176780
post-grunge,2392,176781
post-hardcore,2393,176782
post-metal,2394,176783
post-minimalism,2395,176784
post-post-hardcore,2396,176785
post-punk,2397,176786
post-punk argentina,2398,176787
post-rock,2399,176788
post-romantic era,2400,176789
post-screamo,2401,176790
post-teen pop,2402,176791
power blues-rock,2403,176792
power metal,2404,176793
power pop,2405,176794
power thrash,2406,176795
power-pop punk,2407,176796
powerviolence,2408,176797
praise,2409,176798
pre-war blues,2410,176799
prepared piano,2411,176800
preschool children's music,2412,176801
prog metal,2413,176802
prog quebec,2414,176803
progressive black metal,2415,176804
progressive bluegrass,2416,176805
progressive breaks,2417,176806
progressive death metal,2418,176807
progressive deathcore,2419,176808
progressive doom,2420,176809
progressive electro house,2421,176810
progressive groove metal,2422,176811
progressive house,2423,176812
progressive jazz fusion,2424,176813
progressive metal,2425,176814
progressive metalcore,2426,176815
progressive post-hardcore,2427,176816
progressive power metal,2428,176817
progressive psytrance,2429,176818
progressive rock,2430,176819
progressive sludge,2431,176820
progressive trance,2432,176821
progressive trance house,2433,176822
progressive uplifting trance,2434,176823
proto-rap,2435,176824
proto-techno,2436,176825
protopunk,2437,176826
psalmen,2438,176827
psicodelia brasileira,2439,176828
psybreaks,2440,176829
psych gaze,2441,176830
psychedelic blues-rock,2442,176831
psychedelic doom,2443,176832
psychedelic folk,2444,176833
psychedelic folk rock,2445,176834
psychedelic hip hop,2446,176835
psychedelic pop,2447,176836
psychedelic punk,2448,176837
psychedelic rock,2449,176838
psychedelic soul,2450,176839
psychedelic trance,2451,176840
psychill,2452,176841
psychobilly,2453,176842
pub rock,2454,176843
puerto rican folk,2455,176844
puerto rican pop,2456,176845
puerto rican rock,2457,176846
punjabi folk,2458,176847
punjabi pop,2459,176848
punk,2460,176849
punk 'n' roll,2461,176850
punk blues,2462,176851
punk catala,2463,176852
punk rock italiano,2464,176853
punk rock mexicano,2465,176854
punk tuga,2466,176855
punta,2467,176856
punta rock,2468,176857
qawwali,2469,176858
quartetto d'archi,2470,176859
quatuor a cordes,2471,176860
quebec death metal,2472,176861
quebec indie,2473,176862
queens hip hop,2474,176863
queer country,2475,176864
queercore,2476,176865
quiet storm,2477,176866
quran,2478,176867
r&b,2479,176868
r&b en espanol,2480,176869
rabindra sangeet,2481,176870
radio symphony,2482,176871
ragtime,2483,176872
rai,2484,176873
ranchera,2485,176874
rap,2486,176875
rap boricua,2487,176876
rap chileno,2488,176877
rap conciencia,2489,176878
rap conscient,2490,176879
rap cristiano,2491,176880
rap dominicano,2492,176881
rap francais,2493,176882
rap inde,2494,176883
rap kreyol,2495,176884
rap latina,2496,176885
rap maroc,2497,176886
rap metal,2498,176887
rap napoletano,2499,176888
rap rock,2500,176889
rap romantico,2501,176890
rap underground mexicano,2502,176891
rare groove,2503,176892
rave,2504,176893
rave funk,2505,176894
rawstyle,2506,176895
re:techno,2507,176896
reading,2508,176897
reading indie,2509,176898
rebel blues,2510,176899
rebetiko,2511,176900
recorder,2512,176901
red dirt,2513,176902
redneck,2514,176903
reggae,2515,176904
reggae cover,2516,176905
reggae en espanol,2517,176906
reggae fusion,2518,176907
reggae maghreb,2519,176908
reggae peruano,2520,176909
reggae rock,2521,176910
reggaeton,2522,176911
reggaeton colombiano,2523,176912
reggaeton cristiano,2524,176913
reggaeton flow,2525,176914
regional mexican,2526,176915
relaxative,2527,176916
remix product,2528,176917
renaissance,2529,176918
rennes indie,2530,176919
retro metal,2531,176920
retro soul,2532,176921
reunion pop,2533,176922
rhode island indie,2534,176923
rhode island rap,2535,176924
rhythm and blues,2536,176925
rhythm game,2537,176926
riddim,2538,176927
riddim dubstep,2539,176928
rif,2540,176929
riot grrrl,2541,176930
ritmo kombina,2542,176931
rkt,2543,176932
rochester mn indie,2544,176933
rochester ny indie,2545,176934
rock,2546,176935
rock alternatif francais,2547,176936
rock alternativo brasileiro,2548,176937
rock andaluz,2549,176938
rock baiano,2550,176939
rock brasiliense,2551,176940
rock catala,2552,176941
rock chapin,2553,176942
rock cristiano,2554,176943
rock drums,2555,176944
rock en espanol,2556,176945
rock gaucho,2557,176946
rock independant francais,2558,176947
rock keyboard,2559,176948
rock nacional,2560,176949
rock nacional brasileiro,2561,176950
rock pernambucano,2562,176951
rock progressif francais,2563,176952
rock steady,2564,176953
rock urbano mexicano,2565,176954
rock uruguayo,2566,176955
rock-and-roll,2567,176956
rockabilly,2568,176957
rockabilly en espanol,2569,176958
roda de samba,2570,176959
romanian classical piano,2571,176960
romanian electronic,2572,176961
romanian folk,2573,176962
romanian pop,2574,176963
romanian rock,2575,176964
romantico,2576,176965
rominimal,2577,176966
roots americana,2578,176967
roots reggae,2579,176968
roots rock,2580,176969
roots worship,2581,176970
rosary,2582,176971
rumba,2583,176972
rumba catalana,2584,176973
rumba congolaise,2585,176974
rune folk,2586,176975
russelater,2587,176976
russian alternative rock,2588,176977
russian ccm,2589,176978
russian chanson,2590,176979
russian choir,2591,176980
russian classical piano,2592,176981
russian contemporary classical,2593,176982
russian dance,2594,176983
russian dance pop,2595,176984
russian dnb,2596,176985
russian edm,2597,176986
russian folk,2598,176987
russian folk rock,2599,176988
russian gangster rap,2600,176989
russian hip hop,2601,176990
russian jazz,2602,176991
russian metal,2603,176992
russian modern classical,2604,176993
russian orchestra,2605,176994
russian pop,2606,176995
russian post-punk,2607,176996
russian power metal,2608,176997
russian punk,2609,176998
russian punk rock,2610,176999
russian rock,2611,177000
russian romanticism,2612,177001
russian ska,2613,177002
russian techno,2614,177003
russian thrash metal,2615,177004
russian trance,2616,177005
rva indie,2617,177006
rwandan traditional,2618,177007
ryukyu ongaku,2619,177008
sacramento hip hop,2620,177009
sacramento indie,2621,177010
sacred steel,2622,177011
sad rap,2623,177012
salsa,2624,177013
salsa choke,2625,177014
salsa colombiana,2626,177015
salsa cristiana,2627,177016
salsa cubana,2628,177017
salsa international,2629,177018
salsa peruana,2630,177019
salsa puertorriquena,2631,177020
salsa venezolana,2632,177021
samba,2633,177022
samba de roda,2634,177023
samba moderno,2635,177024
samba-enredo,2636,177025
samba-jazz,2637,177026
samba-rock,2638,177027
samoan pop,2639,177028
san diego indie,2640,177029
san diego rap,2641,177030
san marcos tx indie,2642,177031
sandalwood,2643,177032
santa fe indie,2644,177033
sarod,2645,177034
saskatchewan indie,2646,177035
saxony metal,2647,177036
scam rap,2648,177037
scandinavian r&b,2649,177038
scandipop,2650,177039
schlager,2651,177040
school choir,2652,177041
school ensemble,2653,177042
schranz,2654,177043
scorecore,2655,177044
scottish americana,2656,177045
scottish electronic,2657,177046
scottish fiddle,2658,177047
scottish folk,2659,177048
scottish indie,2660,177049
scottish indie folk,2661,177050
scottish jazz,2662,177051
scottish metal,2663,177052
scottish new wave,2664,177053
scottish rock,2665,177054
scottish singer-songwriter,2666,177055
scottish techno,2667,177056
scratch,2668,177057
scream rap,2669,177058
screamo,2670,177059
seattle hip hop,2671,177060
seattle indie,2672,177061
seattle metal,2673,177062
second line,2674,177063
sefardi,2675,177064
seiyu,2676,177065
serbian electronic,2677,177066
serbian hip hop,2678,177067
serialism,2679,177068
sertanejo,2680,177069
sertanejo pop,2681,177070
sertanejo tradicional,2682,177071
sertanejo universitario,2683,177072
sesame street,2684,177073
sevdah,2685,177074
shaabi,2686,177075
shabad,2687,177076
shakuhachi,2688,177077
shamanic,2689,177078
shanty,2690,177079
sheffield indie,2691,177080
shibuya-kei,2692,177081
shimmer pop,2693,177082
shimmer psych,2694,177083
shiver pop,2695,177084
shoegaze,2696,177085
shonen,2697,177086
show tunes,2698,177087
shred,2699,177088
shush,2700,177089
sierreno,2701,177090
singaporean electronic,2702,177091
singaporean mandopop,2703,177092
singaporean pop,2704,177093
singaporean singer-songwriter,2705,177094
singer-songwriter,2706,177095
sinhala pop,2707,177096
sinogaze,2708,177097
sitar,2709,177098
ska,2710,177099
ska argentino,2711,177100
ska catala,2712,177101
ska chileno,2713,177102
ska jazz,2714,177103
ska mexicano,2715,177104
ska punk,2716,177105
ska revival,2717,177106
skanska musik,2718,177107
skate punk,2719,177108
skiffle,2720,177109
skramz,2721,177110
sky room,2722,177111
slack-key guitar,2723,177112
slam poetry,2724,177113
slamming deathcore,2725,177114
slavic folk metal,2726,177115
slayer,2727,177116
slc indie,2728,177117
sleaze rock,2729,177118
sleep,2730,177119
slovak electronic,2731,177120
slovak hip hop,2732,177121
slovak pop,2733,177122
slovenian electronic,2734,177123
slovenian metal,2735,177124
slow game,2736,177125
slowcore,2737,177126
sludge metal,2738,177127
small room,2739,177128
smooth jazz,2740,177129
smooth saxophone,2741,177130
smooth soul,2742,177131
soca,2743,177132
socal pop punk,2744,177133
social media pop,2745,177134
soda pop,2746,177135
soft rock,2747,177136
solipsynthm,2748,177137
son cubano,2749,177138
son cubano clasico,2750,177139
sophisti-pop,2751,177140
sotalaulut,2752,177141
soukous,2753,177142
soul,2754,177143
soul blues,2755,177144
soul flow,2756,177145
soul jazz,2757,177146
souldies,2758,177147
sound,2759,177148
sound effects,2760,177149
sound team,2761,177150
soundtrack,2762,177151
south african alternative,2763,177152
south african choral,2764,177153
south african country,2765,177154
south african hip hop,2766,177155
south african house,2767,177156
south african jazz,2768,177157
south african pop,2769,177158
south african pop dance,2770,177159
south african rock,2771,177160
south carolina hip hop,2772,177161
south carolina indie,2773,177162
south dakota indie,2774,177163
southampton indie,2775,177164
southern americana,2776,177165
southern gospel,2777,177166
southern hip hop,2778,177167
southern metal,2779,177168
southern rock,2780,177169
southern soul,2781,177170
southern soul blues,2782,177171
soviet synthpop,2783,177172
sovietwave,2784,177173
spa,2785,177174
space age pop,2786,177175
space ambient,2787,177176
space rock,2788,177177
spacewave,2789,177178
spanish baroque,2790,177179
spanish blues,2791,177180
spanish classical,2792,177181
spanish classical piano,2793,177182
spanish electronic,2794,177183
spanish folk metal,2795,177184
spanish hip hop,2796,177185
spanish indie pop,2797,177186
spanish indie rock,2798,177187
spanish invasion,2799,177188
spanish jazz,2800,177189
spanish metal,2801,177190
spanish modern rock,2802,177191
spanish new wave,2803,177192
spanish pop,2804,177193
spanish pop rock,2805,177194
spanish post-rock,2806,177195
spanish punk,2807,177196
spanish renaissance,2808,177197
spanish rock,2809,177198
spanish rockabilly,2810,177199
spanish synthpop,2811,177200
spanish techno,2812,177201
speed garage,2813,177202
speed metal,2814,177203
speedcore,2815,177204
spiritual hip hop,2816,177205
spiritual jazz,2817,177206
spirituals,2818,177207
spytrack,2819,177208
st louis rap,2820,177209
starogradska,2821,177210
steampunk,2822,177211
steel guitar,2823,177212
steelpan,2824,177213
stomp and flutter,2825,177214
stomp and holler,2826,177215
stomp pop,2827,177216
stoner metal,2828,177217
stoner rock,2829,177218
straight edge,2830,177219
straight-ahead jazz,2831,177220
street band,2832,177221
street punk,2833,177222
street punk espanol,2834,177223
streichquartett,2835,177224
stride,2836,177225
string band,2837,177226
string folk,2838,177227
string orchestra,2839,177228
string quartet,2840,177229
strut,2841,177230
substep,2842,177231
sufi,2843,177232
sufi chant,2844,177233
sungura,2845,177234
sunset lounge,2846,177235
sunshine pop,2847,177236
suomisaundi,2848,177237
supergroup,2849,177238
surf music,2850,177239
surf punk,2851,177240
svensk progg,2852,177241
swamp blues,2853,177242
swamp pop,2854,177243
swamp rock,2855,177244
swancore,2856,177245
swedish alternative rock,2857,177246
swedish americana,2858,177247
swedish black metal,2859,177248
swedish choir,2860,177249
swedish classical,2861,177250
swedish contemporary classical,2862,177251
swedish country,2863,177252
swedish dancehall,2864,177253
swedish death metal,2865,177254
swedish doom metal,2866,177255
swedish electronic,2867,177256
swedish electropop,2868,177257
swedish eurodance,2869,177258
swedish garage rock,2870,177259
swedish hard rock,2871,177260
swedish hardcore,2872,177261
swedish heavy metal,2873,177262
swedish house,2874,177263
swedish idol pop,2875,177264
swedish indie folk,2876,177265
swedish indie pop,2877,177266
swedish indie rock,2878,177267
swedish jazz,2879,177268
swedish jazz orkester,2880,177269
swedish melodic rock,2881,177270
swedish metal,2882,177271
swedish pop,2883,177272
swedish post-hardcore,2884,177273
swedish power metal,2885,177274
swedish prog,2886,177275
swedish progressive metal,2887,177276
swedish punk,2888,177277
swedish rock-and-roll,2889,177278
swedish singer-songwriter,2890,177279
swedish soul,2891,177280
swedish stoner rock,2892,177281
swedish synth,2893,177282
swedish synthpop,2894,177283
swedish techno,2895,177284
swedish tropical house,2896,177285
swing,2897,177286
swing italiano,2898,177287
swing revival,2899,177288
swiss black metal,2900,177289
swiss classical piano,2901,177290
swiss contemporary classical,2902,177291
swiss country,2903,177292
swiss jazz,2904,177293
swiss metal,2905,177294
swiss pop,2906,177295
swiss punk,2907,177296
swiss rock,2908,177297
symphonic black metal,2909,177298
symphonic death metal,2910,177299
symphonic metal,2911,177300
symphonic rock,2912,177301
synth funk,2913,177302
synth punk,2914,177303
synthpop,2915,177304
synthwave,2916,177305
syrian pop,2917,177306
tabla,2918,177307
tagalog rap,2919,177308
tagalog worship,2920,177309
taiwan campus folk,2921,177310
taiwan classical performance,2922,177311
taiwan hip hop,2923,177312
taiwan indie,2924,177313
taiwan pop,2925,177314
taiwan singer-songwriter,2926,177315
tajik pop,2927,177316
talent show,2928,177317
tallava,2929,177318
tamborazo,2930,177319
tamil hip hop,2931,177320
tamil pop,2932,177321
tamil worship,2933,177322
tampa indie,2934,177323
tango,2935,177324
tango cancion,2936,177325
tape club,2937,177326
tavern,2938,177327
tech house,2939,177328
tech trance,2940,177329
technical brutal death metal,2941,177330
technical death metal,2942,177331
technical deathcore,2943,177332
technical grindcore,2944,177333
technical groove metal,2945,177334
technical melodic death metal,2946,177335
technical thrash,2947,177336
techno,2948,177337
techno argentina,2949,177338
techno kayo,2950,177339
tecnobanda,2951,177340
teen pop,2952,177341
tejano,2953,177342
tekk,2954,177343
tekno,2955,177344
tempe indie,2956,177345
tennessee experimental,2957,177346
tennessee hip hop,2958,177347
tex-mex,2959,177348
texas blues,2960,177349
texas country,2961,177350
texas latin rap,2962,177351
texas pop punk,2963,177352
texas punk,2964,177353
thai folk pop,2965,177354
thai folk rock,2966,177355
thai hip hop,2967,177356
thai idol,2968,177357
thai indie,2969,177358
thai indie rock,2970,177359
thai instrumental,2971,177360
thai pop,2972,177361
thai rock,2973,177362
thall,2974,177363
theme,2975,177364
therapy,2976,177365
theremin,2977,177366
thrash core,2978,177367
thrash metal,2979,177368
timba,2980,177369
tin pan alley,2981,177370
tipico,2982,177371
tolkien metal,2983,177372
tollywood,2984,177373
tone,2985,177374
torch song,2986,177375
toronto indie,2987,177376
toronto rap,2988,177377
trad jazz catala,2989,177378
trad quebecois,2990,177379
traditional bluegrass,2991,177380
traditional blues,2992,177381
traditional british folk,2993,177382
traditional country,2994,177383
traditional english folk,2995,177384
traditional folk,2996,177385
traditional irish singing,2997,177386
traditional rockabilly,2998,177387
traditional ska,2999,177388
traditional soul,3000,177389
trance,3001,177390
trance mexicano,3002,177391
trancecore,3003,177392
transpop,3004,177393
trap,3005,177394
trap argentino,3006,177395
trap boricua,3007,177396
trap dominicano,3008,177397
trap funk,3009,177398
trap italiana,3010,177399
trap latino,3011,177400
trap mexicano,3012,177401
trap queen,3013,177402
trap soul,3014,177403
trap triste,3015,177404
trap venezolano,3016,177405
traprun,3017,177406
trash rock,3018,177407
triangle indie,3019,177408
tribal house,3020,177409
trinidadian reggae,3021,177410
trio cubano,3022,177411
trip hop,3023,177412
trival,3024,177413
tropical,3025,177414
tropical house,3026,177415
tropicalia,3027,177416
trova,3028,177417
trova mexicana,3029,177418
truck-driving country,3030,177419
tucson indie,3031,177420
tulsa indie,3032,177421
tunisian pop,3033,177422
turbo folk,3034,177423
turkish classical,3035,177424
turkish classical performance,3036,177425
turkish edm,3037,177426
turkish experimental,3038,177427
turkish folk,3039,177428
turkish jazz,3040,177429
turkish modern jazz,3041,177430
turkish pop,3042,177431
turkish psych,3043,177432
turkish trap,3044,177433
turkish trap pop,3045,177434
turntablism,3046,177435
twee pop,3047,177436
twin cities indie,3048,177437
twoubadou,3049,177438
tzadik,3050,177439
ugandan pop,3051,177440
uilleann pipes,3052,177441
uk alternative hip hop,3053,177442
uk alternative pop,3054,177443
uk americana,3055,177444
uk contemporary r&b,3056,177445
uk dance,3057,177446
uk dancehall,3058,177447
uk dnb,3059,177448
uk doom metal,3060,177449
uk drill,3061,177450
uk dub,3062,177451
uk experimental electronic,3063,177452
uk funky,3064,177453
uk garage,3065,177454
uk hip hop,3066,177455
uk house,3067,177456
uk metalcore,3068,177457
uk noise rock,3069,177458
uk pop,3070,177459
uk pop punk,3071,177460
uk post-hardcore,3072,177461
uk post-punk,3073,177462
uk reggae,3074,177463
uk rockabilly,3075,177464
uk stoner rock,3076,177465
uk tech house,3077,177466
uk worship,3078,177467
uk82,3079,177468
ukhc,3080,177469
ukrainian classical,3081,177470
ukrainian classical piano,3082,177471
ukrainian electronic,3083,177472
ukrainian pop,3084,177473
ukulele,3085,177474
umbanda,3086,177475
underground hip hop,3087,177476
underground power pop,3088,177477
underground rap,3089,177478
university choir,3090,177479
uplifting trance,3091,177480
uptempo hardcore,3092,177481
urban contemporary,3093,177482
urbano espanol,3094,177483
us power metal,3095,177484
utah indie,3096,177485
uzbek pop,3097,177486
uzbek traditional,3098,177487
v-pop,3099,177488
vallenato,3100,177489
vallenato moderno,3101,177490
vancouver indie,3102,177491
vancouver metal,3103,177492
vancouver punk,3104,177493
vapor pop,3105,177494
vapor soul,3106,177495
vapor trap,3107,177496
vapor twitch,3108,177497
vaporwave,3109,177498
variete francaise,3110,177499
vaudeville,3111,177500
vbs,3112,177501
veena,3113,177502
vegan straight edge,3114,177503
vegas indie,3115,177504
velha guarda,3116,177505
venezuelan hip hop,3117,177506
venezuelan indie,3118,177507
venezuelan rock,3119,177508
veracruz indie,3120,177509
vgm instrumental,3121,177510
victorian britain,3122,177511
video game music,3123,177512
vietnamese bolero,3124,177513
vietnamese pop,3125,177514
viking black metal,3126,177515
viking folk,3127,177516
viking metal,3128,177517
villancicos,3129,177518
vintage chanson,3130,177519
vintage chinese pop,3131,177520
vintage classical singing,3132,177521
vintage country folk,3133,177522
vintage french electronic,3134,177523
vintage gospel,3135,177524
vintage hawaiian,3136,177525
vintage hollywood,3137,177526
vintage italian pop,3138,177527
vintage italian soundtrack,3139,177528
vintage jazz,3140,177529
vintage old-time,3141,177530
vintage rockabilly,3142,177531
vintage schlager,3143,177532
vintage spanish pop,3144,177533
vintage swedish pop,3145,177534
vintage swing,3146,177535
vintage tango,3147,177536
viola,3148,177537
violao,3149,177538
violao classico,3150,177539
violin,3151,177540
viral pop,3152,177541
viral rap,3153,177542
viral trap,3154,177543
virgin islands reggae,3155,177544
virginia hip hop,3156,177545
virginia metal,3157,177546
virginia punk,3158,177547
visor,3159,177548
visual kei,3160,177549
vocal ensemble,3161,177550
vocal harmony group,3162,177551
vocal house,3163,177552
vocal jazz,3164,177553
vocal trance,3165,177554
vocaloid,3166,177555
vogue,3167,177556
voidgaze,3168,177557
volksmusik,3169,177558
warm drone,3170,177559
warrington indie,3171,177560
washboard,3172,177561
washington indie,3173,177562
wassoulou,3174,177563
water,3175,177564
wave,3176,177565
welsh folk,3177,177566
welsh indie,3178,177567
welsh metal,3179,177568
welsh rock,3180,177569
west african jazz,3181,177570
west coast rap,3182,177571
west coast reggae,3183,177572
west coast trap,3184,177573
west end,3185,177574
west virginia indie,3186,177575
west virginia metal,3187,177576
western americana,3188,177577
western mass indie,3189,177578
western swing,3190,177579
white noise,3191,177580
wind ensemble,3192,177581
wind quintet,3193,177582
wind symphony,3194,177583
witch house,3195,177584
women's music,3196,177585
wonky,3197,177586
worcester ma indie,3198,177587
workout product,3199,177588
world,3200,177589
world chill,3201,177590
world fusion,3202,177591
world meditation,3203,177592
world worship,3204,177593
worship,3205,177594
wrestling,3206,177595
wu fam,3207,177596
wyoming indie,3208,177597
wyoming roots,3209,177598
xhosa,3210,177599
xtra raw,3211,177600
yacht rock,3212,177601
yaoi,3213,177602
ye ye,3214,177603
yiddish folk,3215,177604
yodeling,3216,177605
yoga,3217,177606
yoik,3218,177607
york indie,3219,177608
yorkshire folk,3220,177609
youth orchestra,3221,177610
yugoslav new wave,3222,177611
yugoslav rock,3223,177612
zambian pop,3224,177613
zen,3225,177614
zhongguo feng,3226,177615
zim urban groove,3227,177616
zolo,3228,177617
zouk,3229,177618
zurich indie,3230,177619
zydeco,3231,177620